Airbnb Host ID,Airbnb Property ID,superhost_period_all,Predicted_Occupancy_Rate
22588707.0,5850897.0,20.0,0.008260603186553741
28811949.0,5851115.0,20.0,0.3133219737946217
11710780.0,5861971.0,20.0,0.13311085531785116
30507677.0,5874798.0,20.0,0.10171087684521532
16864162.0,5977874.0,20.0,0.12148391614059409
31050127.0,5980645.0,20.0,0.014412421982273606
30836055.0,5996942.0,20.0,0.17981242960049706
19134284.0,6000726.0,20.0,0.13753050709703085
31218043.0,6014028.0,20.0,0.1051488699754532
2907254.0,6039038.0,20.0,0.03848751476693304
683529.0,6045978.0,20.0,0.025764469115545415
31673.0,6057908.0,20.0,0.2462018587838911
20374823.0,6065318.0,20.0,0.3276149519714814
31551384.0,6078393.0,20.0,0.10363628126123034
27005011.0,6086065.0,20.0,0.606650099363482
31669178.0,6103492.0,20.0,0.041323889179996603
31673336.0,6104268.0,20.0,0.3271101402326909
2153.0,6112891.0,20.0,0.00615875101059961
21016389.0,6129236.0,20.0,0.038752722027810035
25414310.0,6133578.0,20.0,0.03354376851361408
4653633.0,6150893.0,20.0,0.02189251421355408
683529.0,6153674.0,20.0,0.02265081890494625
4070322.0,6229085.0,20.0,0.3874172920033218
32336500.0,6232258.0,20.0,0.16615503469173787
12728248.0,6274340.0,20.0,0.057704465132667124
32895726.0,6321615.0,20.0,0.5068511339080427
7775903.0,6362890.0,20.0,0.014099902066295968
31669178.0,6365974.0,20.0,0.18374143164050047
6700231.0,6374350.0,20.0,0.6730611467479827
33221491.0,6374890.0,20.0,0.03503401948876763
16050215.0,6375348.0,20.0,0.020505933156914156
3965428.0,6376734.0,20.0,0.016478822022943745
33245101.0,6378085.0,20.0,0.42184562853220053
33491859.0,6419804.0,20.0,0.11917371415179268
5228189.0,6423299.0,20.0,0.08076162362478385
5640784.0,6447131.0,20.0,0.00612311489154713
33813743.0,6472628.0,20.0,0.004656147560695436
28172807.0,6480445.0,20.0,0.05294982746682549
3965428.0,6488146.0,20.0,0.057758357176004235
4591141.0,6504170.0,20.0,0.09745479438573146
683529.0,6515667.0,20.0,0.05501491872518251
683529.0,6528832.0,20.0,0.02477428613096463
683529.0,6528867.0,20.0,0.02425563733096706
683529.0,6528967.0,20.0,0.024490196057524616
33813743.0,6552046.0,20.0,0.0053233943523336245
2392656.0,6553226.0,20.0,0.0826537685803051
1799148.0,6553796.0,20.0,0.012693519838084047
34396037.0,6576714.0,20.0,0.5105610465460887
5212119.0,6588681.0,20.0,0.2842253549435923
11581930.0,6612044.0,20.0,0.10309006310049396
3666952.0,6622853.0,20.0,0.12693390642203337
21924626.0,6644005.0,20.0,0.013486301081780288
34778026.0,6644524.0,20.0,0.3816522447966509
8206596.0,6655683.0,20.0,0.031935154520828214
25505766.0,6686012.0,20.0,0.03697156235517627
34916049.0,6693367.0,20.0,0.197459287400966
21813711.0,6703210.0,20.0,0.09495855240878365
71423.0,6705053.0,20.0,0.12124229688559834
683529.0,6713251.0,20.0,0.03715467499060468
683529.0,6716477.0,20.0,0.01162080117463404
683529.0,6716705.0,20.0,0.05109425272089054
32200299.0,6724355.0,20.0,0.02194785174237459
35241159.0,6729727.0,20.0,0.8666945859114387
34217631.0,6732036.0,20.0,0.6139004687896099
43691.0,6741808.0,20.0,0.08935937017620756
1649647.0,6750168.0,20.0,0.07425132552044907
1649647.0,6757098.0,20.0,0.18208860947838415
683529.0,6780171.0,20.0,0.023308639737667183
35506107.0,6782452.0,20.0,0.19460676213863906
71423.0,6782887.0,20.0,0.08966229657898156
683529.0,6793653.0,20.0,0.02115792442984389
35781467.0,6830348.0,20.0,0.03806232800818732
35874075.0,6846209.0,20.0,0.016816689538844572
683529.0,6853688.0,20.0,0.03190001562333582
683529.0,6853914.0,20.0,0.033597898142115674
683529.0,6854069.0,20.0,0.04295332141552415
35342456.0,6855475.0,20.0,0.008211176897536409
683529.0,6863046.0,20.0,0.03693741706173196
683529.0,6863178.0,20.0,0.03738989546251899
1681963.0,6881079.0,20.0,0.02349198785658633
36133761.0,6895813.0,20.0,0.2903952599806508
36300208.0,6967492.0,20.0,0.2261506399936665
33605887.0,6990105.0,20.0,0.14784126464519967
22550008.0,6993421.0,20.0,0.020547492673350348
15013308.0,6994290.0,20.0,0.09747122645701432
36300208.0,7004149.0,20.0,0.09898854748338161
7723412.0,7022763.0,20.0,0.009289464770021525
29716517.0,7025225.0,20.0,0.03511828824696519
7487276.0,7067466.0,20.0,0.02126317693930972
33980307.0,7084894.0,20.0,0.12071239094867016
24705990.0,7092080.0,20.0,0.09635795541848773
34959956.0,7097488.0,20.0,0.15692695243537952
37358981.0,7132740.0,20.0,0.8191495103789231
28183266.0,7176158.0,20.0,0.00894611521367261
37627775.0,7182203.0,20.0,0.019644848713214966
27500143.0,7244885.0,20.0,0.018875007718543616
3965428.0,7264941.0,20.0,0.004936718648318976
37190789.0,7279481.0,20.0,0.10233075632170241
38134747.0,7282353.0,20.0,0.02060190646502416
38186342.0,7291481.0,20.0,0.34729765313499716
686562.0,7319042.0,20.0,0.012898533559748246
24705990.0,7384649.0,20.0,0.020296473502911035
3965428.0,7384752.0,20.0,0.020499636674451725
25759643.0,7389646.0,20.0,0.039298654400312015
39074772.0,7460396.0,20.0,0.34040776882773305
39267292.0,7497203.0,20.0,0.9913728210372323
33813743.0,7511458.0,20.0,0.008268526894246155
12924696.0,7513667.0,20.0,0.040970895647462965
39521801.0,7542698.0,20.0,0.19124252668832625
35342456.0,7562307.0,20.0,0.004425913588777207
6427776.0,7564825.0,20.0,0.005065010499392297
39699805.0,7572706.0,20.0,0.013651828955396031
1089952.0,7582520.0,20.0,0.11689057993486314
4336170.0,7583774.0,20.0,0.01927306730539079
6570051.0,7584277.0,20.0,0.014659699710056023
39836411.0,7596630.0,20.0,0.016905571612087618
19645168.0,7600001.0,20.0,0.673424693059072
24705990.0,7613172.0,20.0,0.04239836690242272
40071719.0,7637618.0,20.0,0.12247240024065881
35342456.0,7646381.0,20.0,0.003992548450723498
13299128.0,7660767.0,20.0,0.6179417925473779
40319547.0,7678127.0,20.0,0.01645283806662869
36300208.0,7718819.0,20.0,0.2561573086854276
16540222.0,7728429.0,20.0,0.008937175577123802
40620214.0,7730115.0,20.0,0.24632392465952516
10605838.0,7747636.0,20.0,0.11964615437524105
26164763.0,7760721.0,20.0,0.9991142689508942
36459240.0,7769675.0,20.0,0.13375401373640872
6341314.0,7772110.0,20.0,0.22608321488618233
35241159.0,7802208.0,20.0,0.7894660302646848
29398307.0,7803642.0,20.0,0.14574159033676398
173968333.0,7810018.0,20.0,0.1731198953893528
173968333.0,7810030.0,20.0,0.20415402768353638
36459240.0,7833824.0,20.0,0.17774468417588113
6080758.0,7837690.0,20.0,0.026658659197682708
16090300.0,7855198.0,20.0,0.013268519020042474
41503184.0,7874576.0,20.0,0.12667643333977674
41634086.0,7896539.0,20.0,0.09860118132674914
41690970.0,7906341.0,20.0,0.02449791788160172
871911.0,7919400.0,20.0,0.17858740735829964
40297010.0,7933932.0,20.0,0.00405538691402202
16627391.0,7947804.0,20.0,0.11156522954075564
24341986.0,7989457.0,20.0,0.012288014193819953
4419968.0,8007531.0,20.0,0.016845973689632903
1341862.0,8011960.0,20.0,0.01011440787966794
5911294.0,8017014.0,20.0,0.02344253866282163
42344783.0,8019077.0,20.0,0.406354539511686
42247480.0,8031382.0,20.0,0.021487582823667684
8945919.0,8051756.0,20.0,0.030440818044313478
42518018.0,8053055.0,20.0,0.013871280879579279
3206646.0,8068975.0,20.0,0.10523134743552251
42245861.0,8069864.0,20.0,0.14403835295237907
42640238.0,8072314.0,20.0,0.06597643067140814
39462823.0,8090232.0,20.0,0.021170417159994667
42764965.0,8098937.0,20.0,0.29006533823673364
42764965.0,8098969.0,20.0,0.1430848366412655
19538078.0,8099577.0,20.0,0.21284215210714552
42133332.0,8151461.0,20.0,0.13103163095537387
16500117.0,8153968.0,20.0,0.009296199805066685
41503184.0,8167169.0,20.0,0.12471604540578468
43368694.0,8224594.0,20.0,0.1665377420375661
19874232.0,8226212.0,20.0,0.07839642674334005
7748106.0,8229081.0,20.0,0.42000206463156253
16545544.0,8256750.0,20.0,0.004058437256302459
41690970.0,8273329.0,20.0,0.02450379107039357
28172807.0,8286958.0,20.0,0.0704801277385973
42865476.0,8306409.0,20.0,0.013538683824718801
27600295.0,8336595.0,20.0,0.026996330405152896
43950076.0,8337703.0,20.0,0.07550447592509486
25759643.0,8339990.0,20.0,0.3521188470988721
44040567.0,8355466.0,20.0,0.035819986105144745
43954984.0,8384692.0,20.0,0.035816084048849534
28336.0,8426694.0,20.0,0.20975170334911464
42378235.0,8454437.0,20.0,0.02286025260351788
44508428.0,8455435.0,20.0,0.026472796931550045
3965428.0,8470408.0,20.0,0.01230416188783811
36549783.0,8472766.0,20.0,0.016489878095147997
33152384.0,8474113.0,20.0,0.034538030126547103
129482255.0,8485642.0,20.0,0.984526596574159
44998203.0,8548067.0,20.0,0.07017433360102797
8475137.0,8563504.0,20.0,0.009551430704702556
25759643.0,8564722.0,20.0,0.018708626346284205
4434.0,8593044.0,20.0,0.7491079560396385
4434.0,8596607.0,20.0,0.7308670200860738
40617584.0,8608064.0,20.0,0.2618100905590289
10129776.0,8614442.0,20.0,0.06070097777550766
45172634.0,8615657.0,20.0,0.016918702825628
45333620.0,8617633.0,20.0,0.030333203464229113
3965428.0,8633981.0,20.0,0.020552403558263665
62150.0,8652541.0,20.0,0.01692548292343868
9339313.0,8689532.0,20.0,0.07297917497714661
9339313.0,8689632.0,20.0,0.21973793491401586
43282155.0,8706915.0,20.0,0.0434258092538286
22933751.0,8735904.0,20.0,0.008359445647698922
5325851.0,8743145.0,20.0,0.2518579885205064
45979461.0,8770382.0,20.0,0.08079323781219339
35342456.0,8780493.0,20.0,0.004085865705146276
46121173.0,8802052.0,20.0,0.06366515725807341
4251794.0,8814850.0,20.0,0.05351198045813242
9339313.0,8822479.0,20.0,0.03654881299021212
42322567.0,8824905.0,20.0,0.5294060525358902
46235072.0,8827052.0,20.0,0.0953307749235551
2325848.0,8889577.0,20.0,0.14894311085232195
8244522.0,8936446.0,20.0,0.5822982122010474
8291554.0,8937824.0,20.0,0.1847247112456159
37062867.0,8953380.0,20.0,0.010981129133943966
47035703.0,9007351.0,20.0,0.18863673294570818
47109962.0,9023960.0,20.0,0.1321146831956524
22247395.0,9049864.0,20.0,0.013304633804871692
47260765.0,9059696.0,20.0,0.029314975261979775
4809843.0,9115645.0,20.0,0.04133968771509247
21922655.0,9133070.0,20.0,0.2030403586174002
47584620.0,9136731.0,20.0,0.036026938320738035
11457398.0,9150564.0,20.0,0.012304204144927416
34141109.0,9164681.0,20.0,0.09627064545409034
33782243.0,9165281.0,20.0,0.08150229988019614
41503184.0,9233356.0,20.0,0.12333013811650154
41503184.0,9236259.0,20.0,0.011703259306792961
41503184.0,9236571.0,20.0,0.08094516806093568
48147127.0,9269658.0,20.0,0.028629637979374
47558575.0,9313641.0,20.0,0.05609618328098671
40319547.0,9319078.0,20.0,0.004059027906753695
4853028.0,9342355.0,20.0,0.02119580974029333
48623910.0,9371748.0,20.0,0.024672210137869632
48623910.0,9371764.0,20.0,0.07612072717057963
10129776.0,9384935.0,20.0,0.11947346398372144
3592548.0,9403751.0,20.0,0.028421099272282906
48776321.0,9406105.0,20.0,0.08961987785032406
48779380.0,9406789.0,20.0,0.181561015723831
30555911.0,9492399.0,20.0,0.9085571803028472
49260140.0,9505429.0,20.0,0.5031953839605652
4384965.0,9570922.0,20.0,0.01642341254202662
35099904.0,9589373.0,20.0,0.00832889897606598
24705990.0,9610654.0,20.0,0.036241758897571974
49837776.0,9637023.0,20.0,0.021117710693790252
14585449.0,9645880.0,20.0,0.010751547166020966
11520899.0,9660334.0,20.0,0.40034190545777054
36300208.0,9679005.0,20.0,0.00828378278819266
37190789.0,9681972.0,20.0,0.15299802381733404
22608682.0,9690523.0,20.0,0.010195004502099375
337164.0,9708726.0,20.0,0.28387097943538636
50365989.0,9767819.0,20.0,0.2962695162840965
50492515.0,9797971.0,20.0,0.09051877247622166
50604047.0,9825135.0,20.0,0.2687564654975799
50949826.0,9908933.0,20.0,0.48801537837866366
51270838.0,9977717.0,20.0,0.04200638984978363
51270838.0,9992834.0,20.0,0.1745872852980386
51270838.0,9993063.0,20.0,0.04095119423788392
4384965.0,9995828.0,20.0,0.016706582682080393
49626033.0,10011290.0,20.0,0.04069744751533546
18714715.0,10034077.0,20.0,0.012362166650189856
51649454.0,10065216.0,20.0,0.05797303544293101
51668477.0,10069247.0,20.0,0.19038171850252872
7019676.0,10075221.0,20.0,0.028938839850799255
40152265.0,10090801.0,20.0,0.30946136198229435
48029484.0,10119226.0,20.0,0.02714240944169148
51990742.0,10131101.0,20.0,0.045329761578590755
52551302.0,10227627.0,20.0,0.047973087586937434
52704607.0,10252775.0,20.0,0.15334436597091033
1032337.0,10254486.0,20.0,0.061500905575950074
53213308.0,10339986.0,20.0,0.20338117937688133
2899484.0,10392060.0,20.0,0.008568041064684279
22608682.0,10411427.0,20.0,0.06225956327517377
53764428.0,10437238.0,20.0,0.012712925779549617
36459240.0,10487791.0,20.0,0.07554198292741683
54124498.0,10498603.0,20.0,0.009420615878207432
5975786.0,10515964.0,20.0,0.08571282361383764
45979461.0,10518084.0,20.0,0.009345841425871767
5325851.0,10547772.0,20.0,0.02794576565948645
5325851.0,10548699.0,20.0,0.07354596787120284
44849475.0,10577807.0,20.0,0.57274356009348
54864864.0,10629003.0,20.0,0.06970593481367716
3965428.0,10634388.0,20.0,0.020553048106623832
38117321.0,10709981.0,20.0,0.9943201615574241
4982817.0,10728994.0,20.0,0.016627507597865725
12683531.0,10754882.0,20.0,0.10772821878804413
16593103.0,10768189.0,20.0,0.10928849655669287
24953006.0,10862491.0,20.0,0.009327889223479244
56274815.0,10863022.0,20.0,0.020512118250933076
25354375.0,10936910.0,20.0,0.0053430462141635686
50492515.0,10943002.0,20.0,0.06171240368679808
37168823.0,10945786.0,20.0,0.05876927450346979
56917234.0,10971626.0,20.0,0.1616074301158507
57063930.0,10997225.0,20.0,0.04161164241152369
57893727.0,11142450.0,20.0,0.07963061895819157
57893727.0,11145640.0,20.0,0.06362694762368111
22215535.0,11146518.0,20.0,0.01996129336717542
10575084.0,11187498.0,20.0,0.05518241564627147
16680094.0,11209152.0,20.0,0.8072449472362865
58584952.0,11236476.0,20.0,0.6330484412332907
10917550.0,11240415.0,20.0,0.10247364416935333
50732175.0,11256815.0,20.0,0.31595547323546885
12436354.0,11267982.0,20.0,0.9938853569305471
22608682.0,11276504.0,20.0,0.24600915370825824
57033860.0,11316564.0,20.0,0.050955867077092286
41503184.0,11370335.0,20.0,0.05268734695635595
47567772.0,11433385.0,20.0,0.21718273292603354
47567772.0,11436712.0,20.0,0.5638252989670116
47567772.0,11436765.0,20.0,0.06907320376501204
47567772.0,11436834.0,20.0,0.2262794799508312
